Year,FG%,3P%,2P%,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SRS,ORtg,DRtg,Attend./G,Win %,Playoff
14-15,0.447,0.339,0.486,0.754,47.5,20.5,7.3,5.5,14.7,22.3,104.0,2.47,107.8,105.5,18203.0,0.5487804878048781,0
14-15,0.455,0.352,0.499,0.787,41.5,20.7,7.5,4.4,12.9,20.9,104.0,2.45,111.0,107.7,19752.0,0.5975609756097561,1
14-15,0.444,0.348,0.506,0.715,43.7,22.2,9.5,5.0,16.7,22.0,103.9,3.82,107.0,103.4,18230.0,0.6829268292682927,1
14-15,0.468,0.367,0.505,0.78,43.6,24.4,8.0,5.4,14.0,19.1,103.2,6.34,108.5,102.0,18606.0,0.6707317073170732,1
14-15,0.458,0.367,0.504,0.751,43.0,22.1,7.4,4.1,14.3,18.4,103.1,4.08,111.1,106.3,20562.0,0.6463414634146342,1
14-15,0.45,0.362,0.491,0.801,45.9,21.9,6.4,4.5,13.6,18.2,102.8,4.41,108.2,103.7,19472.0,0.6219512195121951,1
14-15,0.466,0.38,0.506,0.778,40.6,25.7,9.1,4.6,14.2,17.8,102.5,4.75,108.9,103.1,17412.0,0.7317073170731707,1
14-15,0.452,0.341,0.497,0.76,43.2,20.2,8.5,4.7,15.1,21.3,102.4,-0.38,105.3,106.2,16923.0,0.4756097560975609,0
14-15,0.433,0.325,0.476,0.734,44.7,21.8,7.8,4.5,14.2,23.0,101.5,-3.07,104.5,108.2,14700.0,0.3658536585365853,0
14-15,0.443,0.327,0.488,0.754,43.8,24.5,8.2,3.6,13.8,21.2,101.4,-0.4,104.7,104.5,17594.0,0.4878048780487805,1
14-15,0.455,0.341,0.484,0.762,44.2,20.3,6.7,4.0,16.3,20.7,101.3,-3.07,105.3,109.2,16587.0,0.3536585365853658,0
14-15,0.442,0.353,0.474,0.783,45.7,21.7,6.3,5.8,14.0,18.2,100.8,2.54,107.5,104.3,21625.0,0.6097560975609756,1
14-15,0.457,0.37,0.484,0.751,43.5,22.0,6.7,6.2,13.3,18.7,99.4,1.13,108.2,107.3,16677.0,0.5487804878048781,1
14-15,0.462,0.36,0.488,0.742,44.7,24.0,7.3,4.6,15.0,20.8,98.5,0.17,103.7,103.0,18239.0,0.5609756097560976,1
14-15,0.435,0.344,0.461,0.741,43.9,20.9,7.0,4.5,13.2,21.2,98.5,-6.17,103.4,110.6,18738.0,0.2560975609756097,0
14-15,0.432,0.344,0.468,0.703,44.9,21.6,7.6,4.7,13.4,19.0,98.5,-1.39,105.3,106.4,15266.0,0.3902439024390244,0
14-15,0.458,0.339,0.485,0.773,42.6,21.7,8.5,4.2,13.3,19.1,98.3,3.62,105.7,102.2,17329.0,0.6707317073170732,1
14-15,0.451,0.331,0.489,0.748,42.4,20.9,7.0,4.1,13.8,19.3,98.0,-3.13,104.4,107.4,17037.0,0.4634146341463415,1
14-15,0.438,0.332,0.461,0.776,40.9,21.6,8.1,4.0,15.0,19.2,97.8,-8.0,102.9,112.2,14416.0,0.1951219512195122,0
14-15,0.459,0.363,0.486,0.757,42.1,23.6,9.6,4.9,16.7,22.1,97.8,-0.09,102.7,102.2,14813.0,0.5,1
14-15,0.439,0.352,0.469,0.756,44.9,21.4,6.2,4.6,14.0,21.2,97.3,-0.23,103.5,103.2,16864.0,0.4634146341463415,0
14-15,0.453,0.347,0.486,0.729,41.8,20.6,7.9,3.8,14.9,20.9,95.7,-5.87,101.6,107.7,16785.0,0.3048780487804878,0
14-15,0.447,0.343,0.486,0.721,44.0,19.9,7.6,6.0,15.3,19.3,95.1,0.71,105.1,104.9,18831.0,0.4634146341463415,0
14-15,0.456,0.335,0.499,0.741,39.1,19.8,7.8,4.5,14.8,20.0,94.7,-2.92,103.9,106.7,19713.0,0.4512195121951219,0
14-15,0.42,0.318,0.45,0.748,44.1,20.2,6.1,5.5,11.9,18.2,94.2,-3.44,100.1,103.5,17192.0,0.4024390243902439,0
14-15,0.408,0.32,0.449,0.676,42.9,20.5,9.6,5.9,17.7,21.7,92.0,-9.04,95.5,104.8,13941.0,0.2195121951219512,0
14-15,0.428,0.347,0.454,0.769,40.4,21.3,7.0,4.7,14.7,21.6,91.9,-9.5,99.9,110.0,19812.0,0.2073170731707317,0
04-05,0.477,0.393,0.512,0.748,44.1,23.5,7.0,5.5,13.7,19.1,110.4,7.08,114.5,107.1,17709.0,0.7560975609756098,1
04-05,0.459,0.374,0.48,0.787,42.4,24.5,8.2,3.9,13.1,20.5,103.7,2.56,110.5,108.2,17317.0,0.6097560975609756,1
04-05,0.457,0.364,0.479,0.789,42.9,19.6,8.6,5.6,13.4,22.3,102.5,5.86,110.3,104.1,20062.0,0.7073170731707317,1
04-05,0.486,0.377,0.513,0.672,43.0,21.8,6.4,5.8,13.7,22.1,101.5,5.77,110.2,103.1,19882.0,0.7195121951219512,1
04-05,0.468,0.349,0.496,0.764,40.8,22.1,8.1,5.2,15.8,24.4,101.3,0.35,107.5,106.6,16002.0,0.5487804878048781,1
04-05,0.437,0.343,0.463,0.725,42.8,19.1,8.7,4.2,14.3,22.0,100.5,-0.71,107.2,107.5,17197.0,0.5487804878048781,1
04-05,0.444,0.385,0.463,0.774,40.1,20.4,7.6,3.9,13.3,22.9,99.7,-1.81,106.9,108.7,17156.0,0.4024390243902439,0
04-05,0.459,0.34,0.479,0.763,42.0,23.9,9.1,6.0,14.9,22.9,99.5,2.23,106.0,103.9,17657.0,0.5975609756097561,1
04-05,0.454,0.349,0.471,0.759,43.7,19.3,7.7,5.4,16.1,23.6,99.5,-2.52,104.9,107.3,14584.0,0.4390243902439024,0
04-05,0.437,0.348,0.462,0.789,42.0,20.9,9.2,3.9,15.5,22.9,99.1,-1.07,103.5,104.3,17870.0,0.524390243902439,1
04-05,0.444,0.365,0.474,0.79,40.9,18.1,6.7,4.1,13.6,23.7,98.9,2.59,112.2,109.6,16475.0,0.6341463414634146,1
04-05,0.437,0.355,0.467,0.777,43.2,20.4,6.2,4.2,14.3,21.9,98.7,-2.32,108.1,111.4,18793.0,0.4146341463414634,0
04-05,0.43,0.352,0.457,0.722,42.7,22.1,7.8,5.1,13.6,22.4,98.7,-1.74,104.7,106.9,16350.0,0.4146341463414634,0
04-05,0.451,0.356,0.473,0.767,41.0,20.3,7.7,3.2,14.7,23.7,97.3,-2.72,106.2,108.9,19516.0,0.4024390243902439,0
04-05,0.45,0.351,0.467,0.772,41.3,21.0,6.5,3.5,13.8,21.9,97.2,-3.09,106.6,109.8,15537.0,0.3658536585365853,0
04-05,0.459,0.345,0.483,0.796,43.0,23.4,5.6,5.5,13.2,21.6,96.8,1.73,108.2,106.6,17181.0,0.5365853658536586,0
04-05,0.447,0.332,0.465,0.752,42.3,22.6,8.0,5.6,13.9,22.6,96.5,0.27,106.6,105.7,19128.0,0.5121951219512195,0
04-05,0.453,0.363,0.478,0.724,42.4,21.6,7.5,6.6,13.7,20.9,96.2,7.84,107.5,98.8,18316.0,0.7195121951219512,1
04-05,0.459,0.345,0.473,0.778,41.9,23.2,7.3,5.1,15.7,22.2,95.7,-0.47,105.5,106.4,16980.0,0.4512195121951219,0
04-05,0.443,0.364,0.468,0.781,42.4,21.1,6.9,4.6,13.8,22.0,95.1,4.27,106.2,101.7,16182.0,0.6219512195121951,1
04-05,0.432,0.357,0.453,0.75,43.8,21.3,7.0,4.5,16.7,24.7,94.5,0.65,101.4,100.3,20204.0,0.573170731707317,1
04-05,0.432,0.363,0.442,0.709,41.7,21.9,8.5,5.4,14.5,23.1,94.3,-6.15,101.1,107.5,14432.0,0.2195121951219512,0
04-05,0.447,0.357,0.475,0.754,39.0,20.9,8.5,5.8,14.6,23.3,93.4,2.64,105.5,102.9,16862.0,0.5487804878048781,1
04-05,0.444,0.345,0.463,0.739,43.4,21.8,7.0,6.1,13.8,20.0,93.3,3.31,105.6,101.2,22076.0,0.6585365853658537,1
04-05,0.449,0.328,0.465,0.757,40.1,22.3,6.6,4.6,15.8,26.7,93.0,-3.74,104.7,109.5,18756.0,0.3170731707317073,0
04-05,0.432,0.344,0.463,0.792,40.1,18.2,7.5,4.4,14.3,23.0,93.0,0.49,105.5,104.6,16994.0,0.5365853658536586,1
04-05,0.451,0.362,0.471,0.725,41.1,21.0,7.1,6.6,16.0,20.8,92.9,-3.45,103.2,107.7,16594.0,0.3292682926829268,0
04-05,0.441,0.312,0.463,0.711,41.9,19.7,7.7,4.2,16.1,24.5,92.7,-9.62,100.6,111.1,14302.0,0.1585365853658536,0
04-05,0.429,0.362,0.444,0.763,39.5,21.6,7.9,3.8,14.2,24.2,91.4,-1.82,101.4,103.1,15090.0,0.5121951219512195,1
04-05,0.415,0.315,0.44,0.766,40.2,21.0,6.7,3.8,14.8,23.0,88.4,-6.3,99.7,107.7,14221.0,0.2195121951219512,0
